4459 - Água Rasa,4460 - Alto de Pinheiros,4461 - Anhanguera,4462 - Aricanduva,4463 - Artur Alvim,4464 - Barra Funda,4465 - Bela Vista,4466 - Belém,4467 - Bom Retiro,4468 - Brás,4469 - Brasilândia,4470 - Butantã,4471 - Cachoeirinha,4472 - Cambuci,4473 - Campo Belo,4474 - Campo Grande,4475 - Campo Limpo,4476 - Cangaíba,4477 - Capão Redondo,4478 - Carrão,4479 - Casa Verde,4480 - Cidade Ademar,4481 - Cidade Dutra,4482 - Cidade Líder,4483 - Cidade Tiradentes,4484 - Consolação,4485 - Cursino,4486 - Ermelino Matarazzo,4487 - Freguesia do Ó,4488 - Grajaú,4489 - Guaianases,4490 - Moema,4491 - Iguatemi,4492 - Ipiranga,4493 - Itaim Bibi,4494 - Itaim Paulista,4495 - Itaquera,4496 - Jabaquara,4497 - Jaçanã,4498 - Jaguara,4499 - Jaguaré,4500 - Jaraguá,4501 - Jardim Ângela,4502 - Jardim Helena,4503 - Jardim Paulista,4504 - Jardim São Luís,4505 - José Bonifácio,4506 - Lapa,4507 - Liberdade,4508 - Limão,4509 - Mandaqui,4510 - Marsilac,4511 - Mooca,4512 - Morumbi,4513 - Parelheiros,4514 - Pari,4515 - Parque do Carmo,4516 - Pedreira,4517 - Penha,4518 - Perdizes,4519 - Perus,4520 - Pinheiros,4521 - Pirituba,4522 - Ponte Rasa,4523 - Raposo Tavares,4524 - República,4525 - Rio Pequeno,4526 - Sacomã,4527 - Santa Cecília,4528 - Santana,4529 - Santo Amaro,4530 - São Lucas,4531 - São Mateus,4532 - São Miguel,4533 - São Rafael,4534 - Sapopemba,4535 - Saúde,4536 - Sé,4537 - Socorro,4538 - Tatuapé,4539 - Tremembé,4540 - Tucuruvi,4541 - Vila Andrade,4542 - Vila Curuçá,4543 - Vila Formosa,4544 - Vila Guilherme,4545 - Vila Jacuí,4546 - Vila Leopoldina,4547 - Vila Maria,4548 - Vila Mariana,4549 - Vila Matilde,4550 - Vila Medeiros,4551 - Vila Prudente,4552 - Vila Sônia,4553 - São Domingos,4554 - Lajeado
0.000,269.799,0.000,0.000,0.000,1445.089,2482.350,162.359,0.000,0.000,0.000,670.152,0.000,628.998,3718.141,12924.670,808.539,0.000,1047.539,0.000,409.732,2789.364,189319.556,0.000,0.000,2031.655,239.980,0.000,282.536,44362.191,0.000,4320.544,0.000,1016.640,9268.945,0.000,0.000,5040.290,0.000,0.000,449.854,0.000,1551.242,0.000,1857.204,1897.028,398.854,552.142,1399.769,0.000,0.000,393.331,82.003,541.504,11343.476,0.000,0.000,5188.665,0.000,23.649,0.000,5107.284,0.000,0.000,132.082,1327.092,60.909,0.000,854.197,306.179,22790.154,0.000,0.000,0.000,260.505,0.000,0.000,487.736,13862.680,0.000,0.000,0.000,590.006,0.000,0.000,0.000,0.000,1252.464,0.000,2356.007,1304.777,0.000,0.000,247.989,0.000,0.000
858.005,0.000,0.000,8783.046,8305.044,2353.413,0.000,2144.283,446.964,1804.797,0.000,0.000,0.000,0.000,1069.478,262.783,0.000,0.000,0.000,5421.177,343.419,0.000,0.000,124574.245,3712.434,507.861,0.000,656.298,0.000,0.000,0.000,1008.563,3768.736,646.459,0.000,757.499,7180.430,0.000,0.000,0.000,0.000,0.000,0.000,446.964,1108.106,350.082,322.164,343.419,424.981,0.000,0.000,0.000,2380.436,0.000,0.000,291.504,11454.316,0.000,1630.353,343.419,0.000,589.215,0.000,663.805,0.000,3056.472,0.000,434.041,0.000,1773.699,0.000,532.672,3233.796,1022.072,3043.412,1492.655,625.361,849.972,0.000,6194.504,0.000,0.000,248.514,1344.854,1174.098,218.842,754.150,0.000,535.821,1564.996,13208.747,296.120,357.561,0.000,0.000,206.853
0.000,0.000,0.000,1247.531,0.000,1751.541,1750.365,2380.935,2395.064,2552.410,0.000,365.370,0.000,397.504,0.000,0.000,365.370,0.000,0.000,332.734,0.000,0.000,1301.668,2320.998,226143.474,2130.326,305.837,0.000,0.000,0.000,16123.175,1600.370,8292.751,2467.840,1036.577,680.106,6344.212,0.000,0.000,0.000,901.573,0.000,326.755,0.000,1036.577,202.045,8903.179,449.873,1335.875,990.497,0.000,0.000,5020.322,381.947,0.000,0.000,1077.610,365.370,1817.200,305.837,0.000,0.000,1723.757,473.149,0.000,4204.831,0.000,332.734,397.504,365.370,0.000,1580.266,6145.628,1058.559,1937.495,1207.916,365.370,6808.330,859.717,7428.835,452.489,0.000,682.407,908.836,3878.178,1993.274,329.676,0.000,449.873,3213.172,4904.011,397.504,769.706,365.370,0.000,2073.966
1631.839,1979.212,87.360,403.091,991.866,2137.727,13925.234,1726.294,1515.217,553.602,2188.539,3044.122,387.284,1022.909,1761.178,1959.354,2384.984,408.764,1837.158,347.969,1574.818,860.175,1491.812,532.103,2059.592,68645.456,1019.363,1580.410,2208.358,1204.547,21.393,5517.537,595.273,1989.364,7732.472,0.000,1525.430,1090.266,1027.369,104.728,326.400,2654.460,2489.348,326.605,19660.133,2204.553,789.209,3624.262,3774.636,2295.127,635.767,0.000,1817.958,1703.508,678.512,158.282,202.266,1394.722,1307.014,10328.278,1280.856,8909.628,5161.776,403.071,2320.267,12870.796,454.534,2545.064,14856.996,2995.478,1385.142,549.959,2385.455,390.103,263.619,1315.433,3348.414,4351.028,197.274,2227.021,1491.667,2116.959,1713.795,1176.829,1404.510,3706.132,1436.640,1777.386,1598.147,6790.337,584.358,3581.380,1450.278,1415.830,1051.932,1314.888
344.265,0.000,0.000,0.000,0.000,1189.854,808.058,1443.395,531.830,654.789,889.372,0.000,0.000,460.134,1995.528,108.104,586.122,277.367,0.000,0.000,114.177,3455.559,239.980,0.000,332.734,1019.363,77697.891,0.000,0.000,508.422,0.000,1414.215,640.285,14011.953,887.255,489.225,0.000,9778.490,0.000,0.000,0.000,266.068,255.188,0.000,1836.092,797.185,145.865,375.718,2011.086,0.000,824.107,0.000,1603.630,148.098,0.000,222.281,0.000,2130.822,92.304,388.765,0.000,1847.157,0.000,0.000,0.000,1229.933,0.000,23659.657,682.237,205.553,2870.510,0.000,391.579,0.000,0.000,575.848,18434.912,2434.036,0.000,658.302,477.602,0.000,157.373,0.000,0.000,620.487,607.571,0.000,0.000,4495.959,0.000,0.000,716.021,0.000,0.000,190.131
0.000,0.000,0.000,0.000,238.626,1278.652,2135.907,1412.388,1331.414,473.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15899.661,353.450,1065.974,888.059,0.000,0.000,656.298,0.000,1108.673,0.000,105471.432,0.000,0.000,0.000,0.000,0.000,486.427,933.676,884.580,2378.996,0.000,0.000,0.000,0.000,0.000,0.000,567.469,1811.970,0.000,145.865,324.877,915.707,0.000,0.000,0.000,0.000,0.000,0.000,751.918,0.000,0.000,6314.400,1107.406,0.000,1280.951,0.000,6457.529,0.000,418.777,0.000,0.000,447.105,460.180,0.000,0.000,0.000,4258.740,0.000,0.000,1264.031,664.668,0.000,5410.413,0.000,0.000,154.375,447.105,950.848,904.959,13229.206,0.000,2001.950,1737.384,2484.816,0.000,751.918,0.000,685.796,836.530
122.572,850.917,528.408,0.000,0.000,7355.582,1193.975,261.040,1480.453,2277.230,29332.605,879.115,9432.333,593.998,419.658,461.646,0.000,0.000,0.000,0.000,1845.449,160.547,1852.826,0.000,0.000,2301.274,0.000,0.000,131230.489,838.495,0.000,1390.331,0.000,0.000,1633.835,0.000,0.000,71.859,0.000,0.000,1718.467,2455.550,0.000,0.000,1710.921,202.976,0.000,12418.344,2262.027,17194.323,579.489,0.000,326.325,528.278,0.000,246.420,0.000,0.000,247.356,1462.591,0.000,419.658,12564.832,0.000,0.000,3726.258,333.483,127.121,1609.701,875.466,603.552,245.893,261.040,0.000,0.000,0.000,522.081,40.814,0.000,0.000,1698.703,978.753,0.000,0.000,0.000,943.271,0.000,3357.276,1532.279,3355.184,0.000,0.000,341.380,394.283,1212.688,0.000
0.000,1768.174,0.000,656.138,0.000,1837.681,4604.149,38.306,686.699,1274.409,0.000,616.734,0.000,0.000,2901.928,13553.560,579.920,0.000,611.131,0.000,0.000,2382.099,46477.444,0.000,0.000,2293.606,741.466,0.000,838.495,371418.247,0.000,6367.559,0.000,1423.422,11820.070,0.000,0.000,2303.163,0.000,666.837,0.000,0.000,846.044,268.763,5853.120,3334.677,0.000,1493.941,862.488,0.000,1538.465,96.119,827.643,747.093,17351.068,0.000,0.000,3828.795,0.000,2271.204,0.000,2009.080,0.000,0.000,1144.866,3281.661,0.000,0.000,1936.444,2011.795,31610.559,0.000,0.000,0.000,0.000,0.000,3791.550,4558.168,12083.501,1377.641,0.000,0.000,1086.184,0.000,0.000,0.000,0.000,0.000,0.000,5751.237,0.000,0.000,0.000,2017.755,335.901,0.000
0.000,0.000,0.000,0.000,0.000,1957.100,1175.096,2460.497,793.158,1280.143,0.000,0.000,0.000,454.961,0.000,0.000,0.000,0.000,0.000,239.783,0.000,0.000,0.000,0.000,17545.383,652.487,244.766,0.000,0.000,0.000,61896.897,1163.772,289.852,0.000,2270.779,482.769,5837.849,0.000,0.000,0.000,0.000,0.000,740.411,118.443,471.694,0.000,13111.364,1056.745,0.000,0.000,21.298,0.000,1390.305,454.961,0.000,0.000,212.204,0.000,49.535,0.000,0.000,1489.343,674.194,743.078,0.000,1009.379,0.000,0.000,618.466,674.194,239.783,0.000,1840.693,191.972,0.000,1069.085,0.000,1567.230,0.000,2242.115,0.000,618.466,0.000,1285.974,686.597,0.000,478.115,0.000,1746.286,1048.225,0.000,0.000,0.000,0.000,0.000,8768.733
961.568,1427.193,129.340,0.000,1238.140,1360.839,4739.251,515.972,772.578,337.726,1061.543,1585.752,58.092,90.650,7734.462,5347.691,4080.274,582.294,5121.221,236.070,1081.859,7026.716,4907.865,1008.563,1195.204,5249.833,1092.994,0.000,1390.331,5527.502,1163.772,87255.854,925.602,1485.476,22312.531,636.581,2217.097,12959.230,0.000,0.000,583.674,693.348,9483.663,1008.765,7943.567,11085.069,528.112,1166.275,5064.112,504.744,806.933,96.119,889.252,2401.907,4625.570,188.781,26.885,1758.555,2224.762,1947.518,0.000,5574.424,1289.048,1045.658,689.029,2194.831,501.734,5262.526,4486.535,1615.496,7112.029,899.686,824.961,232.089,725.722,750.786,10447.764,2065.585,895.179,1894.278,583.778,713.924,3024.367,0.000,127.295,788.572,656.539,1015.158,215.925,15477.477,239.157,806.258,980.392,1962.440,213.439,857.541
2383.472,0.000,0.000,1110.445,341.105,531.701,436.232,3238.546,151.690,806.411,0.000,0.000,0.000,595.422,0.000,1090.917,0.000,0.000,200.414,546.027,0.000,0.000,0.000,2847.470,9333.060,905.591,640.285,0.000,0.000,165.031,289.852,925.602,114492.824,777.689,313.531,1479.976,4704.185,0.000,0.000,0.000,0.000,0.000,0.000,0.000,310.318,0.000,3075.632,0.000,1780.617,0.000,601.294,0.000,1439.051,0.000,0.000,165.031,3999.167,0.000,236.494,151.690,417.006,194.664,0.000,0.000,0.000,1086.225,0.000,0.000,313.531,343.505,0.000,1295.939,14737.503,1592.682,7763.290,6950.416,313.531,1679.916,245.077,4495.633,0.000,0.000,0.000,310.796,577.458,0.000,338.129,219.982,807.589,462.486,1808.012,971.806,4017.902,0.000,0.000,165.031
1243.278,583.215,0.000,501.830,339.166,1082.449,3596.421,1037.590,364.187,1034.862,0.000,581.117,0.000,10506.459,950.068,557.848,0.000,2239.615,0.000,357.563,479.504,2745.037,1016.640,646.459,2467.840,1775.995,13070.543,486.427,0.000,1423.422,0.000,1782.464,404.360,121706.885,1658.084,384.283,205.612,7248.408,144.982,0.000,78.735,1248.411,249.272,594.925,3463.391,865.724,40.546,778.836,8343.429,225.238,972.163,0.000,4092.171,61.087,249.866,336.538,0.000,603.327,1241.798,1049.540,0.000,1636.496,2040.036,0.000,0.000,3266.179,707.816,51395.174,637.984,717.998,2577.362,4582.498,2213.565,119.741,573.608,6344.267,4078.594,3271.462,61.247,1132.170,764.923,391.240,823.076,603.000,390.977,175.669,501.960,989.841,344.350,13614.223,0.000,41.006,6600.585,407.345,0.000,0.000
1073.720,2158.036,1085.032,1371.590,905.450,1842.138,8948.587,1164.922,1071.377,645.572,883.019,6452.953,1344.941,729.504,13126.908,7423.258,7694.130,915.205,11632.081,979.580,1230.666,7307.166,7975.910,72.047,1036.577,7333.349,887.255,933.676,1633.835,11087.526,2026.014,22631.556,313.531,1353.665,198197.622,384.283,530.389,10609.486,236.542,293.154,2368.033,1300.936,9532.660,221.611,13622.934,11423.155,2610.997,4537.418,4635.469,381.718,1753.885,104.431,3077.902,7483.189,5962.117,332.015,0.000,3986.727,1055.284,6421.342,504.334,14494.736,0.000,84.241,2734.481,3723.068,4853.124,3814.836,4577.146,2005.133,18925.665,2403.851,1452.830,770.177,1525.920,891.557,6277.250,1921.509,1710.717,2057.591,431.694,1114.784,10166.496,884.627,952.068,2870.611,1007.920,2295.254,396.434,11178.506,1399.415,0.000,759.946,8944.898,769.588,799.401
0.000,1076.106,0.000,256.040,0.000,1389.398,6933.207,3013.480,1522.031,4347.225,0.000,513.600,0.000,1320.207,0.000,1321.336,0.000,1183.631,0.000,1112.758,0.000,0.000,0.000,711.834,0.000,0.000,489.225,884.580,0.000,0.000,909.536,636.581,1479.976,619.625,384.283,225726.177,5623.610,159.062,485.541,0.000,0.000,0.000,0.000,9283.071,2206.971,0.000,903.621,872.795,1023.753,372.772,0.000,0.000,548.444,384.283,0.000,1064.801,591.641,0.000,4748.701,0.000,0.000,755.844,0.000,4626.884,0.000,2702.470,0.000,966.322,361.185,0.000,534.271,0.000,639.506,7315.790,0.000,857.751,1261.948,4565.484,0.000,6405.272,0.000,0.000,0.000,12929.905,872.795,0.000,6140.520,2670.132,972.964,2454.487,418.080,0.000,1137.748,0.000,0.000,1581.986
1254.951,0.000,0.000,487.002,10827.650,1444.110,2059.470,2081.481,957.194,3072.578,0.000,220.483,0.000,1193.514,957.165,179.231,0.000,1544.924,0.000,1784.213,229.803,508.160,0.000,7757.681,6429.314,1158.873,0.000,1865.070,0.000,0.000,7545.463,2548.426,4393.389,205.612,557.961,3454.772,162382.941,508.219,390.758,0.000,0.000,0.000,0.000,1898.658,503.373,0.000,21070.972,1070.495,729.151,1757.648,0.000,0.000,3073.418,0.000,370.858,1037.894,16348.637,0.000,5833.473,2117.360,0.000,1081.854,0.000,3598.432,115.646,4621.418,0.000,0.000,532.001,1202.156,714.130,138.688,867.088,13417.489,976.355,706.776,490.695,2619.307,0.000,6186.574,0.000,120.540,0.000,5309.542,1721.128,309.162,13250.666,23.110,1514.657,2481.189,3823.359,0.000,455.653,27.321,0.000,7670.614
105.919,397.821,583.695,0.000,310.436,1281.027,5558.671,1292.001,3408.593,129.205,1345.657,782.598,0.000,2043.625,13801.202,4233.715,1209.014,0.000,1933.526,687.137,1274.077,33019.535,4721.477,0.000,0.000,1208.362,9408.797,0.000,71.859,2303.163,0.000,14785.018,0.000,7082.398,10487.174,159.062,508.219,280575.812,0.000,0.000,80.909,0.000,2541.821,108.868,4083.094,518.068,0.000,880.373,5199.003,65.401,274.294,0.000,1543.847,2934.808,24.770,569.484,563.502,5337.170,771.910,1459.346,977.053,2143.324,438.574,0.000,466.343,2280.786,690.247,7344.365,1795.841,589.988,10830.514,654.334,0.000,337.774,527.238,0.000,16165.883,2675.175,1467.570,892.252,1595.182,966.553,543.162,0.000,860.824,942.389,341.990,728.347,0.000,14308.526,713.548,0.000,749.996,919.116,108.673,190.131
0.000,0.000,0.000,291.597,0.000,1034.915,598.791,317.243,69.567,891.475,315.147,535.692,243.070,0.000,257.651,0.000,520.567,357.378,0.000,0.000,1714.616,347.528,0.000,0.000,0.000,1027.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,144.982,449.625,485.541,390.758,0.000,60260.669,0.000,0.000,0.000,427.365,323.512,251.567,0.000,0.000,0.000,579.342,243.070,2538.716,0.000,831.627,0.000,0.000,1736.360,0.000,0.000,169.721,168.253,0.000,709.596,0.000,0.000,0.000,1546.383,0.000,275.020,1508.963,2779.656,0.000,153.597,291.597,0.000,0.000,0.000,0.000,1281.115,0.000,727.518,25339.202,12386.416,0.000,0.000,169.721,1629.712,0.000,491.858,3480.968,382.095,0.000,17205.861,0.000,0.000,0.000,0.000
0.000,785.509,315.558,0.000,0.000,1045.883,1069.786,0.000,320.016,90.038,737.425,413.768,399.628,284.220,0.000,0.000,0.000,0.000,0.000,0.000,89.926,0.000,0.000,0.000,0.000,894.266,0.000,0.000,0.000,666.837,0.000,89.926,0.000,0.000,293.154,0.000,0.000,0.000,0.000,11102.662,207.380,1645.745,0.000,0.000,952.570,0.000,0.000,2531.403,0.000,356.551,31.347,0.000,89.926,317.013,0.000,0.000,0.000,0.000,0.000,1469.022,0.000,394.249,1077.789,0.000,0.000,0.000,97.834,0.000,362.695,110.378,0.000,0.000,0.000,274.627,0.000,0.000,371.709,67.480,0.000,0.000,583.778,0.000,0.000,0.000,0.000,31.750,0.000,2912.838,0.000,577.361,0.000,0.000,0.000,48.112,6067.894,0.000
0.000,766.147,17.588,0.000,639.022,448.519,1711.210,0.000,0.000,217.237,834.777,3836.331,0.000,0.000,94.917,0.000,0.000,0.000,853.218,0.000,333.311,0.000,449.854,0.000,901.573,349.440,0.000,0.000,1282.903,0.000,0.000,819.760,0.000,78.735,1794.617,0.000,0.000,202.810,0.000,207.380,50449.422,591.757,0.000,0.000,2103.132,207.380,520.899,2722.120,322.552,313.415,0.000,0.000,339.993,100.870,0.000,0.000,0.000,0.000,108.618,624.444,1342.486,2149.108,1533.466,960.816,463.003,527.814,7653.433,0.000,482.185,933.964,510.484,433.083,0.000,0.000,0.000,268.064,131.510,0.000,0.000,0.000,0.000,498.308,133.740,0.000,0.000,295.224,0.000,4854.218,295.224,735.313,0.000,0.000,0.000,338.177,0.000,0.000
0.000,1168.679,1888.688,0.000,308.485,8012.378,2050.394,610.606,864.706,696.554,12933.216,820.002,555.674,292.310,292.310,0.000,288.853,0.000,0.000,0.000,1190.674,0.000,0.000,0.000,0.000,3473.437,266.068,0.000,2455.550,0.000,0.000,693.348,0.000,1248.411,1300.936,0.000,0.000,0.000,0.000,2536.278,591.757,179940.940,0.000,0.000,1910.544,0.000,0.000,11742.289,1088.001,3136.661,36.552,0.000,62.903,0.000,469.636,0.000,0.000,0.000,0.000,2124.238,7278.756,2079.108,17069.210,0.000,584.339,3172.793,795.571,0.000,3621.000,1247.156,0.000,576.740,0.000,0.000,0.000,0.000,1642.088,4309.748,0.000,512.760,1220.406,312.177,0.000,0.000,661.323,755.237,0.000,2660.247,584.339,1061.405,0.000,526.931,0.000,0.000,1928.108,0.000
0.000,1499.001,0.000,0.000,0.000,738.610,4398.594,0.000,740.411,1275.337,300.341,730.968,0.000,612.749,3958.540,2611.827,2746.765,0.000,34285.319,0.000,0.000,4888.845,1226.636,0.000,326.755,2051.307,255.188,0.000,0.000,1560.521,740.411,9649.788,0.000,498.544,9993.895,0.000,0.000,2541.821,427.365,0.000,0.000,0.000,253510.772,0.000,6311.412,23744.978,0.000,363.242,664.014,0.000,0.000,0.000,240.276,3282.955,309.737,0.000,0.000,532.917,0.000,298.365,0.000,4907.773,324.606,0.000,669.426,1758.182,701.340,138.816,1760.088,143.466,33647.004,0.000,0.000,0.000,0.000,0.000,3198.502,4070.117,5536.898,532.019,0.000,0.000,2186.833,0.000,0.000,298.365,0.000,953.297,477.302,3804.647,0.000,0.000,0.000,2017.617,0.000,0.000
108.868,108.868,0.000,161.617,0.000,221.611,1048.449,26.194,541.181,1797.712,0.000,1056.695,0.000,541.181,0.000,899.897,309.063,643.805,0.000,476.769,0.000,0.000,0.000,446.964,899.897,544.342,0.000,567.469,0.000,268.763,118.443,1008.765,0.000,594.925,221.611,8951.750,2007.526,108.868,323.512,0.000,0.000,0.000,0.000,135856.625,479.031,0.000,108.868,0.000,0.000,0.000,0.000,0.000,0.000,108.868,0.000,1108.025,0.000,0.000,1844.450,108.868,0.000,148.552,0.000,473.149,0.000,1844.218,0.000,0.000,0.000,257.421,257.421,148.552,501.411,15352.249,0.000,0.000,0.000,1303.972,0.000,3439.976,0.000,0.000,131.854,8118.787,501.411,620.992,6139.173,0.000,0.000,0.000,408.155,0.000,131.854,0.000,0.000,979.041
1202.035,2582.189,817.318,142.522,1777.221,2959.043,24749.779,1693.763,1803.718,1016.401,3123.632,3204.519,2051.918,3013.027,2642.775,2315.133,5577.590,1582.387,3314.961,1912.503,832.290,4843.871,1693.141,1330.477,1036.577,20097.081,1980.016,2199.497,1595.734,5647.275,471.694,8040.782,475.349,4067.524,13336.659,2206.971,1250.012,3500.719,251.567,1335.650,2126.024,2222.722,5812.682,479.031,96372.874,3625.336,2940.587,3683.747,6484.273,1619.591,2864.286,108.783,2161.010,1941.140,2626.195,255.685,361.348,1693.040,1568.203,10303.876,870.687,15668.629,3887.184,1367.373,2894.105,7579.852,2856.496,1743.027,3673.815,4088.785,3807.463,1731.385,114.050,1693.336,552.680,1124.778,7376.674,4387.252,730.524,1187.291,717.929,2088.359,1706.697,1253.545,963.185,570.883,689.824,1939.549,1005.338,16915.706,544.989,0.000,1228.427,5392.580,728.177,1576.646
0.000,1481.628,0.000,0.000,609.881,0.000,3635.449,0.000,557.781,2817.732,0.000,745.575,0.000,219.815,4315.728,5656.426,14974.511,0.000,28183.657,0.000,0.000,1566.684,913.930,224.868,202.045,3115.232,797.185,0.000,202.976,2779.760,0.000,12510.639,0.000,865.724,10562.314,0.000,0.000,359.131,0.000,0.000,207.380,0.000,22442.442,0.000,3625.336,240959.067,0.000,0.000,502.818,0.000,1230.762,0.000,835.793,1091.222,2397.557,0.000,421.328,384.444,0.000,1590.801,0.000,7433.593,301.038,0.000,1023.400,1014.727,0.000,938.949,620.647,0.000,30589.956,0.000,620.647,245.870,0.000,620.647,906.058,2537.435,7052.441,0.000,0.000,0.000,12767.595,0.000,0.000,336.347,202.045,1272.193,0.000,8007.273,0.000,0.000,0.000,1267.103,0.000,0.000
