4459 - Água Rasa,4460 - Alto de Pinheiros,4461 - Anhanguera,4462 - Aricanduva,4463 - Artur Alvim,4464 - Barra Funda,4465 - Bela Vista,4466 - Belém,4467 - Bom Retiro,4468 - Brás,4469 - Brasilândia,4470 - Butantã,4471 - Cachoeirinha,4472 - Cambuci,4473 - Campo Belo,4474 - Campo Grande,4475 - Campo Limpo,4476 - Cangaíba,4477 - Capão Redondo,4478 - Carrão,4479 - Casa Verde,4480 - Cidade Ademar,4481 - Cidade Dutra,4482 - Cidade Líder,4483 - Cidade Tiradentes,4484 - Consolação,4485 - Cursino,4486 - Ermelino Matarazzo,4487 - Freguesia do Ó,4488 - Grajaú,4489 - Guaianases,4490 - Moema,4491 - Iguatemi,4492 - Ipiranga,4493 - Itaim Bibi,4494 - Itaim Paulista,4495 - Itaquera,4496 - Jabaquara,4497 - Jaçanã,4498 - Jaguara,4499 - Jaguaré,4500 - Jaraguá,4501 - Jardim Ângela,4502 - Jardim Helena,4503 - Jardim Paulista,4504 - Jardim São Luís,4505 - José Bonifácio,4506 - Lapa,4507 - Liberdade,4508 - Limão,4509 - Mandaqui,4510 - Marsilac,4511 - Mooca,4512 - Morumbi,4513 - Parelheiros,4514 - Pari,4515 - Parque do Carmo,4516 - Pedreira,4517 - Penha,4518 - Perdizes,4519 - Perus,4520 - Pinheiros,4521 - Pirituba,4522 - Ponte Rasa,4523 - Raposo Tavares,4524 - República,4525 - Rio Pequeno,4526 - Sacomã,4527 - Santa Cecília,4528 - Santana,4529 - Santo Amaro,4530 - São Lucas,4531 - São Mateus,4532 - São Miguel,4533 - São Rafael,4534 - Sapopemba,4535 - Saúde,4536 - Sé,4537 - Socorro,4538 - Tatuapé,4539 - Tremembé,4540 - Tucuruvi,4541 - Vila Andrade,4542 - Vila Curuçá,4543 - Vila Formosa,4544 - Vila Guilherme,4545 - Vila Jacuí,4546 - Vila Leopoldina,4547 - Vila Maria,4548 - Vila Mariana,4549 - Vila Matilde,4550 - Vila Medeiros,4551 - Vila Prudente,4552 - Vila Sônia,4553 - São Domingos,4554 - Lajeado
863.598,0.000,0.000,171.539,1434.122,1237.668,1817.243,685.980,740.792,1810.749,0.000,520.899,0.000,134.073,520.899,0.000,0.000,0.000,0.000,1328.264,134.073,0.000,398.854,322.164,10917.425,789.209,145.865,145.865,0.000,0.000,12361.989,528.112,3075.632,40.546,2610.997,903.621,20558.962,0.000,0.000,0.000,0.000,0.000,0.000,108.868,2940.587,0.000,112559.121,4.318,1713.860,0.000,0.000,0.000,2406.748,0.000,0.000,1127.618,2858.825,0.000,902.900,0.000,0.000,381.250,410.482,0.000,0.000,2473.281,0.000,127.121,789.209,2207.150,0.000,134.073,187.096,582.809,2585.757,1980.435,897.272,2621.645,0.000,6511.307,0.000,0.000,0.000,0.000,1773.729,618.466,915.500,641.372,606.719,348.887,1481.565,0.000,171.539,0.000,0.000,4721.930
307.611,9818.605,3233.716,0.000,1665.244,5797.949,2643.688,369.215,660.538,472.389,17927.908,1905.368,1975.370,324.790,421.143,241.828,1964.611,356.961,606.489,465.872,465.285,282.297,499.127,343.419,1118.268,2832.719,375.718,324.877,13004.335,1342.080,1056.745,1082.578,0.000,939.463,4707.497,872.795,1098.373,880.373,0.000,2059.297,2950.801,13803.388,363.242,0.000,2989.542,0.000,0.000,59413.089,669.988,2340.861,65.277,104.431,903.284,694.392,409.875,13.727,0.000,185.575,564.092,18795.255,2277.000,7757.872,13526.857,0.000,1305.392,4015.001,2600.494,244.044,3053.241,577.812,948.365,92.175,461.740,0.000,0.000,498.583,763.551,1570.464,105.591,1544.376,0.000,72.610,676.866,0.000,1506.332,91.637,495.597,11982.508,114.979,1994.174,0.000,0.000,385.848,1186.286,9655.900,1669.258
1286.763,579.465,475.563,1394.148,45.218,1754.223,8788.699,1297.937,946.682,1532.229,345.639,1208.088,1010.760,10216.890,915.989,1332.760,598.306,1206.225,48.201,1325.363,479.504,2697.059,1144.738,753.637,871.834,3911.659,1723.360,2250.872,2018.159,2419.365,708.806,3656.486,2010.954,8220.052,3147.630,1023.753,1260.085,5451.729,1071.201,0.000,233.844,1088.001,1076.416,0.000,4752.619,421.860,1472.259,1096.200,61319.318,437.272,2071.718,0.000,1796.391,348.717,0.000,274.626,370.473,1514.087,1263.933,2735.506,0.000,2674.877,3602.560,281.725,659.570,4167.751,0.000,4542.658,1981.246,1610.521,3060.462,1251.446,2078.351,153.867,1202.274,4174.078,8091.981,15168.351,149.423,2011.818,1308.882,1678.542,753.378,107.443,110.516,1468.611,528.853,239.910,662.421,21229.409,877.079,5011.068,1959.395,1183.553,0.000,909.662
247.315,152.385,91.267,0.000,0.000,3628.942,921.541,303.464,1656.998,222.669,9407.244,774.503,11031.292,4.318,0.000,0.000,0.000,0.000,0.000,121.535,11183.788,453.040,0.000,0.000,0.000,2495.639,0.000,0.000,19142.091,0.000,0.000,504.744,0.000,225.238,271.547,342.638,1757.648,65.401,243.070,590.934,313.415,2672.100,0.000,0.000,2217.166,0.000,625.127,2272.613,437.272,81076.285,1698.022,0.000,195.922,86.986,0.000,0.000,0.000,0.000,525.575,1378.881,43.538,1521.332,1984.925,894.224,0.000,2933.946,0.000,110.085,1277.133,4171.895,0.000,0.000,0.000,0.000,0.000,365.370,468.213,1290.228,0.000,1460.016,261.833,93.140,77.187,0.000,0.000,272.918,416.105,418.199,1174.746,337.619,0.000,0.000,0.000,134.545,567.323,0.000
0.000,0.000,129.340,0.000,0.000,1549.812,1030.397,60.208,1249.724,806.933,2007.168,0.000,21587.063,0.000,1051.903,0.000,421.817,0.000,0.000,0.000,9065.664,0.000,0.000,0.000,0.000,434.260,824.107,0.000,579.489,1538.465,21.298,806.933,601.294,794.450,1694.399,0.000,0.000,274.294,2598.203,0.000,0.000,36.552,0.000,0.000,2192.249,1230.762,0.000,408.157,2965.962,1794.802,51819.748,0.000,703.800,65.277,0.000,1852.104,0.000,0.000,700.629,1800.703,0.000,1750.159,948.264,0.000,0.000,1158.616,0.000,0.000,2067.456,34833.495,1817.877,0.000,0.000,31.264,0.000,0.000,439.092,1499.819,0.000,1483.403,9093.026,3759.387,0.000,0.000,269.601,915.624,230.197,86.523,977.206,2022.237,0.000,1899.724,741.702,0.000,477.980,0.000
0.000,0.000,0.000,0.000,0.000,0.000,96.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.119,0.000,0.000,0.000,0.000,0.000,0.000,524.511,0.000,0.000,0.000,0.000,0.000,0.000,96.119,0.000,96.119,0.000,0.000,104.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,108.783,0.000,0.000,104.431,0.000,0.000,0.000,2499.464,88.349,78.762,3527.139,0.000,0.000,0.000,0.000,0.000,0.000,321.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.431,601.267,0.000,0.000,0.000,88.349,0.000,0.000,88.349,96.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.923,0.000,96.119,0.000,0.000,0.000,0.000,0.000,0.000
12960.054,291.021,0.000,1450.327,1686.695,1033.947,2388.720,9703.756,2541.959,5373.991,725.115,205.185,540.973,2985.507,858.224,126.569,583.879,1525.910,0.000,2348.567,1468.679,0.000,82.003,3488.377,5020.322,1567.160,1529.719,0.000,228.813,827.643,2021.398,982.922,1875.283,4312.595,1646.223,548.444,2857.995,2896.574,831.627,0.000,635.217,62.903,240.276,0.000,1795.743,505.694,2363.411,903.284,2196.606,195.922,654.982,88.349,69983.742,739.305,0.000,170.743,1624.278,131.338,3063.443,406.966,0.000,926.127,682.905,393.219,766.707,3240.282,584.645,2754.725,1560.702,1048.716,188.709,7059.881,3428.253,807.518,2346.296,4143.642,2186.664,4466.925,42.305,7743.649,2258.529,717.811,953.926,3230.924,3923.232,1079.814,1965.304,331.324,484.074,2111.022,4352.431,56.469,11545.594,155.572,0.000,1815.819
0.000,882.903,13.959,0.000,0.000,503.154,2301.721,27.131,21.442,0.000,1587.748,3612.388,0.000,431.285,2716.733,2511.833,4398.063,43.082,2549.410,268.434,671.655,1484.499,1188.523,59.589,397.504,1925.058,148.098,0.000,628.135,1376.521,454.961,2524.839,0.000,102.092,7365.961,384.283,290.857,2710.473,0.000,422.395,63.671,0.000,3282.955,108.868,1750.535,1147.793,0.000,1021.513,348.717,86.986,65.277,78.762,408.121,27248.967,950.353,7.483,0.000,353.366,659.827,1117.714,513.451,4713.484,0.000,438.520,654.605,777.396,504.748,570.312,453.561,109.184,6284.086,0.000,72.136,0.000,0.000,0.000,781.109,580.975,119.897,655.534,0.000,392.445,14230.245,0.000,622.556,187.930,73.173,1175.815,61.852,2245.465,0.000,1058.433,0.000,13379.271,0.000,0.000
0.000,0.000,0.000,0.000,0.000,307.655,263.490,0.000,0.000,0.000,0.000,249.866,0.000,0.000,2138.331,3050.846,21.630,0.000,599.291,0.000,0.000,805.705,11931.046,0.000,0.000,551.063,0.000,0.000,0.000,16664.370,0.000,5869.388,0.000,249.866,6388.977,0.000,370.858,350.736,0.000,0.000,0.000,469.636,309.737,0.000,2549.231,2397.557,0.000,409.875,0.000,0.000,0.000,3671.409,0.000,950.353,141171.306,0.000,0.000,0.000,0.000,249.866,0.000,1736.562,0.000,0.000,0.000,1216.576,0.000,24.770,1074.985,0.000,6597.538,0.000,271.841,0.000,0.000,0.000,271.841,706.874,2744.780,0.000,580.816,0.000,77.187,0.000,0.000,0.000,0.000,1375.775,0.000,2870.622,0.000,0.000,0.000,657.335,0.000,0.000
44.320,0.000,281.431,0.000,673.470,210.029,412.580,2821.687,4305.412,3765.328,666.497,0.000,902.852,419.897,0.000,159.180,415.989,70.325,1553.262,23.202,907.765,0.000,0.000,238.511,0.000,180.506,871.670,1238.345,246.420,0.000,0.000,188.781,165.031,471.626,202.789,1578.003,1090.433,569.484,1736.360,0.000,0.000,0.000,0.000,1108.025,254.705,0.000,1127.618,13.727,247.941,0.000,1110.402,0.000,170.743,7.483,0.000,18058.482,0.000,0.000,1629.393,331.757,0.000,266.826,505.036,53.448,32.686,1654.821,169.824,0.000,593.952,2498.059,0.000,0.000,351.527,0.000,0.000,621.397,22.028,495.406,0.000,124.017,1168.180,497.796,0.000,0.000,635.695,2027.571,0.000,22.028,2831.784,400.880,299.287,5273.127,212.993,18.109,0.000,857.086
623.209,0.000,0.000,2811.932,1272.825,561.426,1039.895,1197.122,210.224,222.518,1534.609,0.000,0.000,0.000,274.118,0.000,0.000,0.000,0.000,815.681,167.796,0.000,0.000,10602.419,1372.941,820.804,0.000,0.000,0.000,0.000,212.204,26.885,4396.671,0.000,128.433,591.641,16205.020,563.502,0.000,0.000,0.000,0.000,0.000,0.000,202.266,421.328,2500.291,222.518,722.872,0.000,0.000,0.000,1624.278,0.000,24.770,0.000,46028.437,0.000,1019.657,496.183,0.000,170.736,0.000,79.594,0.000,1034.986,0.000,0.000,119.793,390.690,350.951,0.000,3937.428,1906.236,238.458,2629.338,0.000,2901.722,0.000,3548.300,0.000,119.793,0.000,2662.557,1257.399,0.000,1583.658,0.000,0.000,942.027,710.870,0.000,813.939,0.000,0.000,2756.410
0.000,307.771,0.000,0.000,0.000,0.000,489.837,0.000,603.327,0.000,0.000,0.000,0.000,0.000,1144.348,7294.378,990.710,0.000,0.000,324.780,0.000,22432.117,4882.458,0.000,365.370,1394.722,2130.822,0.000,0.000,3910.571,0.000,1758.555,0.000,353.366,4017.805,0.000,0.000,5587.131,0.000,0.000,0.000,0.000,532.917,0.000,2159.692,384.444,0.000,185.575,381.219,0.000,0.000,0.000,131.338,353.366,0.000,0.000,0.000,143673.150,0.000,50.779,0.000,3778.312,157.918,0.000,0.000,1132.868,637.120,489.837,0.000,0.000,6865.617,0.000,0.000,0.000,0.000,0.000,1376.120,271.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.362,0.000,4862.590,0.000,0.000,0.000,161.515,0.000,0.000
408.703,0.000,0.000,821.666,9742.414,960.770,1649.007,2225.483,1100.533,2646.435,0.000,0.000,0.000,417.846,0.000,0.000,0.000,18767.360,155.051,1957.219,0.000,0.000,0.000,1630.353,1817.200,1193.325,92.304,6061.325,247.356,0.000,49.535,2224.762,236.494,994.372,1055.284,4769.011,5346.290,771.910,169.721,0.000,0.000,0.000,0.000,1695.898,1521.339,0.000,382.001,564.092,920.129,525.575,700.629,0.000,3842.065,238.168,0.000,1288.257,1019.657,0.000,120330.893,456.473,0.000,3013.440,257.949,13066.532,0.000,769.959,0.000,0.000,1048.870,975.503,1101.820,673.852,845.600,1259.689,247.356,1153.671,532.243,2119.665,0.000,9541.385,35.839,0.000,0.000,2701.499,1784.644,584.061,4224.477,368.901,2264.568,809.966,7901.424,2103.808,0.000,1139.988,0.000,2103.131
101.375,7206.675,898.745,396.019,81.883,14132.947,4828.800,423.204,1762.661,662.180,2936.988,2649.392,730.902,383.965,1101.059,1026.162,245.468,45.664,1099.207,0.000,1170.715,287.944,82.545,666.124,305.837,11089.093,388.765,0.000,1462.591,2271.204,0.000,1947.610,151.690,2152.359,6557.686,0.000,2117.360,1183.291,281.711,1337.865,448.527,1137.576,298.365,108.868,9775.168,202.045,0.000,17872.598,2696.253,1790.096,1851.482,0.000,663.093,1081.542,249.866,331.757,496.183,50.779,409.609,108304.073,958.015,13735.138,2785.014,0.000,628.501,6111.707,251.540,254.243,6667.053,2078.239,1671.113,0.000,517.923,0.000,0.000,935.828,4324.674,2642.665,100.266,1278.654,1956.857,1530.783,670.835,546.395,68.321,568.986,97.380,4410.771,717.613,5054.443,473.689,0.000,0.000,770.223,1410.100,234.104
0.000,0.000,1403.674,0.000,0.000,4846.034,186.614,0.000,0.000,0.000,518.829,0.000,0.000,0.000,0.000,142.576,0.000,0.000,229.536,0.000,0.000,0.000,0.000,0.000,0.000,1304.108,0.000,0.000,0.000,0.000,0.000,0.000,513.451,0.000,463.565,0.000,0.000,977.053,0.000,0.000,1342.486,7630.836,0.000,0.000,870.687,0.000,0.000,3846.219,0.000,43.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,958.015,69681.190,1759.492,1535.879,0.000,0.000,0.000,0.000,0.000,417.006,0.000,0.000,417.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1062.983,0.000,540.811,0.000,0.000,878.921,0.000,1342.302,0.000
298.470,12926.647,2262.720,102.000,363.034,1635.750,5615.891,856.131,761.867,915.093,924.483,9547.578,699.668,845.044,1695.918,2981.426,9290.840,1609.784,6160.023,845.812,1602.962,1977.990,4444.320,589.215,0.000,9395.242,1900.592,1280.951,723.532,2009.080,858.250,5618.885,194.664,1796.764,15456.426,755.844,1081.854,1176.464,367.766,269.456,2188.263,2391.285,5189.541,148.552,16615.842,8031.123,381.250,7658.647,2091.295,1521.332,1725.514,321.996,1023.168,4701.942,1736.562,266.826,393.254,3778.312,1942.189,13324.240,1759.492,107054.666,1315.723,84.241,3812.564,3304.738,2084.979,353.681,4932.443,3147.730,5058.116,1713.622,1173.227,245.870,0.000,330.654,3375.200,2819.239,334.388,1965.087,0.000,868.704,7229.064,0.000,1656.041,786.033,585.741,7437.917,966.159,5614.292,0.000,44.148,509.679,6862.485,616.011,948.503
0.000,101.810,2060.547,0.000,0.000,8206.340,1294.143,94.704,0.000,0.000,8022.115,415.768,1347.186,328.914,0.000,0.000,418.761,0.000,0.000,434.045,652.178,401.343,0.000,0.000,1723.757,4982.023,0.000,0.000,10367.630,0.000,674.194,1168.947,0.000,2160.137,0.000,0.000,0.000,438.574,0.000,538.912,1533.466,16601.018,324.606,0.000,3851.953,301.038,410.482,13336.890,2193.057,2423.499,1322.407,0.000,682.905,221.327,0.000,505.036,0.000,157.918,257.949,2998.879,1828.189,5023.666,118871.803,0.000,157.918,1872.063,1238.281,0.000,965.810,1658.159,540.008,0.000,517.923,0.000,0.000,0.000,1124.195,4412.035,0.000,438.574,0.000,0.000,0.000,0.000,0.000,1938.921,222.114,2037.901,1395.614,948.967,336.212,0.000,0.000,0.000,14764.768,428.771
0.000,0.000,0.000,0.000,5863.701,0.000,1954.268,1396.558,473.149,1374.384,0.000,0.000,0.000,0.000,403.071,0.000,0.000,7075.029,0.000,1833.244,0.000,0.000,0.000,607.084,786.051,403.071,0.000,6209.712,0.000,0.000,743.078,656.849,0.000,0.000,84.241,4041.424,4725.132,0.000,0.000,0.000,960.816,0.000,0.000,876.132,1367.373,0.000,0.000,0.000,281.725,0.000,0.000,0.000,302.705,438.520,0.000,53.448,0.000,0.000,13607.511,0.000,0.000,84.241,0.000,44204.300,0.000,2434.274,183.907,955.660,1788.447,473.149,510.641,500.903,0.000,1339.447,0.000,0.000,473.149,414.954,0.000,2099.072,753.182,0.000,274.407,0.000,302.705,0.000,6471.461,0.000,741.225,277.174,1846.282,0.000,0.000,0.000,0.000,971.093
107.118,96.648,0.000,0.000,0.000,2143.957,2433.800,172.439,0.000,159.502,388.843,7212.000,0.000,500.298,0.000,0.000,702.786,0.000,0.000,0.000,0.000,147.206,0.000,0.000,0.000,2355.917,0.000,0.000,0.000,1144.866,0.000,793.732,0.000,0.000,1869.901,0.000,115.646,514.836,0.000,0.000,463.003,584.339,669.426,257.308,3410.914,1023.400,0.000,1305.392,254.223,0.000,0.000,0.000,766.707,1080.180,0.000,32.686,0.000,0.000,0.000,628.501,0.000,5193.203,803.892,0.000,90879.170,2283.042,8662.254,0.000,392.745,720.134,404.382,0.000,0.000,0.000,0.000,0.000,679.730,972.154,0.000,320.689,0.000,0.000,135.889,0.000,0.000,0.000,0.000,477.786,135.306,1102.163,473.186,645.974,0.000,10938.064,0.000,0.000
633.973,77.150,129.340,579.132,1858.850,2777.601,13774.750,1339.869,4076.471,1920.697,6747.449,1301.935,4101.032,2255.739,349.782,638.222,520.663,1863.955,1242.611,2092.478,2777.246,910.561,1327.092,3174.755,1560.371,13308.173,1334.251,418.777,4564.753,3281.661,922.330,2047.872,748.096,2579.563,3164.372,2702.470,3907.811,3549.143,1603.000,586.309,310.032,3172.793,2076.698,1844.218,7532.359,1572.507,1831.908,3360.801,5340.584,3175.581,1158.616,0.000,5004.308,608.639,1241.345,1637.802,837.238,1132.868,802.139,5743.983,463.565,3035.544,1883.998,2434.274,2076.390,80717.723,2221.651,1378.901,17009.523,4945.332,2440.714,762.028,1211.711,1512.908,0.000,1726.296,4805.395,13070.488,105.591,3981.795,2343.057,2785.907,1998.478,530.079,1986.459,601.684,1784.165,579.727,438.178,7645.908,1777.379,1035.533,1550.414,2445.108,181.593,2599.339
0.000,942.980,0.000,0.000,0.000,3045.177,2769.750,121.037,0.000,52.959,353.908,17732.020,702.902,290.969,558.126,243.518,874.785,0.000,305.861,506.844,0.000,0.000,60.909,0.000,0.000,872.606,0.000,0.000,312.041,0.000,0.000,474.849,0.000,707.816,5016.086,0.000,0.000,690.247,0.000,97.834,8923.066,795.571,701.340,0.000,1961.866,0.000,0.000,2600.494,0.000,0.000,0.000,0.000,584.645,787.778,0.000,169.824,0.000,637.120,0.000,128.488,0.000,2125.743,1238.281,183.907,7479.139,1803.579,90334.434,0.000,1242.067,283.031,348.490,0.000,0.000,0.000,0.000,0.000,290.969,1124.444,0.000,281.777,0.000,0.000,0.000,0.000,0.000,319.824,0.000,3724.852,0.000,2028.964,0.000,0.000,0.000,4568.742,850.636,0.000
0.000,0.000,0.000,0.000,0.000,281.208,4959.758,1382.255,275.020,1107.766,135.088,570.312,0.000,4416.648,138.587,2036.365,1355.033,357.378,185.295,0.000,0.000,1401.772,0.000,0.000,332.734,2078.397,24272.327,0.000,127.121,0.000,0.000,4064.079,0.000,51187.713,3929.613,966.322,0.000,6144.312,275.020,0.000,0.000,0.000,138.816,0.000,2200.552,938.949,127.121,244.044,2603.543,110.085,0.000,0.000,3573.906,0.000,24.770,0.000,222.518,489.837,0.000,127.121,0.000,363.600,0.000,1237.385,0.000,1232.635,0.000,269264.244,1808.620,1438.384,2888.139,1410.919,0.000,0.000,0.000,0.000,13188.111,6823.041,1574.069,329.369,582.040,0.000,0.000,603.000,781.015,0.000,0.000,0.000,112.788,9501.078,127.121,172.574,1748.976,972.716,434.041,0.000
0.000,508.824,140.716,653.397,0.000,10567.586,4347.676,420.093,7998.268,2971.686,4464.775,3413.662,1423.469,1318.699,2052.877,365.791,409.365,913.603,1446.339,1871.835,4231.108,0.000,1377.666,0.000,397.504,15216.451,682.237,447.105,2128.664,1649.502,618.466,4897.998,313.531,659.030,4558.736,456.481,570.498,2792.659,722.439,362.695,351.166,3697.983,1760.088,0.000,3575.206,1191.122,789.209,994.735,3471.116,978.579,2030.552,0.000,1160.993,269.380,973.252,593.952,0.000,0.000,1048.870,5958.060,417.006,4305.202,965.810,0.000,507.209,18788.059,1242.067,1298.237,66924.735,3387.742,1110.732,0.000,284.742,920.612,0.000,684.990,2123.770,3347.363,325.240,1785.893,1483.746,265.323,231.530,451.079,131.019,620.992,334.839,844.280,0.000,3989.246,0.000,1573.049,2224.272,37.925,1055.838,0.000
421.393,1022.600,129.340,0.000,2041.355,1808.641,5306.272,1182.190,4316.335,1313.652,6798.347,1123.953,12177.771,375.216,355.052,624.358,0.000,472.638,185.295,373.331,23401.852,416.416,306.179,2069.819,1225.087,2858.864,61.629,460.180,379.045,1951.666,674.194,1420.587,343.505,692.437,2248.986,0.000,1890.195,1229.835,3244.460,110.378,1131.532,981.088,176.049,447.839,3706.408,0.000,1175.871,825.387,1365.548,4220.450,35371.594,104.431,534.360,109.184,249.866,3091.189,390.690,0.000,1513.657,1665.921,0.000,2475.900,902.374,473.149,720.134,3339.310,0.000,1438.384,5168.692,133902.027,1005.913,594.181,955.758,75.061,484.425,1305.097,2551.349,5161.543,0.000,2646.849,20059.500,14524.665,158.127,237.173,44.240,16594.638,1211.269,549.793,3632.242,4056.663,1658.861,10435.625,908.332,284.669,1286.780,190.131
