4459 - Água Rasa,4460 - Alto de Pinheiros,4461 - Anhanguera,4462 - Aricanduva,4463 - Artur Alvim,4464 - Barra Funda,4465 - Bela Vista,4466 - Belém,4467 - Bom Retiro,4468 - Brás,4469 - Brasilândia,4470 - Butantã,4471 - Cachoeirinha,4472 - Cambuci,4473 - Campo Belo,4474 - Campo Grande,4475 - Campo Limpo,4476 - Cangaíba,4477 - Capão Redondo,4478 - Carrão,4479 - Casa Verde,4480 - Cidade Ademar,4481 - Cidade Dutra,4482 - Cidade Líder,4483 - Cidade Tiradentes,4484 - Consolação,4485 - Cursino,4486 - Ermelino Matarazzo,4487 - Freguesia do Ó,4488 - Grajaú,4489 - Guaianases,4490 - Moema,4491 - Iguatemi,4492 - Ipiranga,4493 - Itaim Bibi,4494 - Itaim Paulista,4495 - Itaquera,4496 - Jabaquara,4497 - Jaçanã,4498 - Jaguara,4499 - Jaguaré,4500 - Jaraguá,4501 - Jardim Ângela,4502 - Jardim Helena,4503 - Jardim Paulista,4504 - Jardim São Luís,4505 - José Bonifácio,4506 - Lapa,4507 - Liberdade,4508 - Limão,4509 - Mandaqui,4510 - Marsilac,4511 - Mooca,4512 - Morumbi,4513 - Parelheiros,4514 - Pari,4515 - Parque do Carmo,4516 - Pedreira,4517 - Penha,4518 - Perdizes,4519 - Perus,4520 - Pinheiros,4521 - Pirituba,4522 - Ponte Rasa,4523 - Raposo Tavares,4524 - República,4525 - Rio Pequeno,4526 - Sacomã,4527 - Santa Cecília,4528 - Santana,4529 - Santo Amaro,4530 - São Lucas,4531 - São Mateus,4532 - São Miguel,4533 - São Rafael,4534 - Sapopemba,4535 - Saúde,4536 - Sé,4537 - Socorro,4538 - Tatuapé,4539 - Tremembé,4540 - Tucuruvi,4541 - Vila Andrade,4542 - Vila Curuçá,4543 - Vila Formosa,4544 - Vila Guilherme,4545 - Vila Jacuí,4546 - Vila Leopoldina,4547 - Vila Maria,4548 - Vila Mariana,4549 - Vila Matilde,4550 - Vila Medeiros,4551 - Vila Prudente,4552 - Vila Sônia,4553 - São Domingos,4554 - Lajeado
0.000,934.202,166.162,0.000,0.000,1000.930,3963.132,786.528,188.083,222.709,1351.828,1033.870,193.351,291.505,8714.609,16220.319,22469.630,1220.373,27651.003,0.000,676.832,11969.264,24366.812,0.000,0.000,1277.467,2870.510,0.000,2281.007,31722.773,239.783,6249.998,219.982,2832.684,17443.017,439.769,714.130,11422.561,0.000,0.000,133.740,0.000,36760.552,257.421,3758.159,30318.333,0.000,825.638,3155.098,36.755,993.770,601.267,188.709,5955.814,7128.390,132.025,350.951,6901.200,706.919,1410.656,0.000,3575.222,540.008,510.641,829.957,1481.994,505.695,1350.499,1369.182,1178.558,161300.049,1574.182,0.000,0.000,1254.263,689.475,4674.845,803.768,5292.140,508.692,1575.116,2444.765,15723.894,443.762,0.000,90.028,497.611,1258.973,544.801,6701.332,300.538,0.000,235.301,2962.809,353.682,0.000
5273.075,810.735,0.000,2133.457,291.017,1462.767,2527.858,640.961,403.860,1650.100,0.000,867.072,0.000,1426.277,295.181,0.000,0.000,0.000,0.000,1828.781,963.842,0.000,0.000,532.672,1580.266,549.959,0.000,0.000,245.893,0.000,0.000,797.309,1295.939,5197.615,2108.670,0.000,138.688,654.334,153.597,0.000,433.083,576.740,0.000,148.552,1731.385,0.000,515.323,92.175,1220.674,0.000,0.000,0.000,7075.182,0.000,0.000,0.000,0.000,0.000,733.116,0.000,417.006,1402.116,0.000,500.903,0.000,821.292,0.000,1410.919,0.000,260.870,1574.182,77399.507,1205.024,0.000,0.000,19779.192,2128.218,1416.599,0.000,1274.374,0.000,0.000,0.000,0.000,4681.035,0.000,0.000,0.000,0.000,873.762,236.943,0.000,20211.062,0.000,0.000,0.000
1512.603,0.000,0.000,4781.531,317.757,944.836,504.559,1935.149,679.044,819.352,0.000,0.000,0.000,750.559,0.000,0.000,0.000,299.749,390.859,2113.262,0.000,0.000,0.000,2934.293,4359.221,1867.532,0.000,0.000,261.040,0.000,1167.833,861.351,14057.477,1580.750,2057.482,639.506,1312.165,391.579,291.597,0.000,0.000,0.000,0.000,610.279,114.050,620.647,187.096,461.740,1406.580,113.801,0.000,0.000,2373.715,72.136,271.841,343.051,3441.246,0.000,845.600,517.923,0.000,1173.227,517.923,0.000,0.000,1890.755,0.000,0.000,131.984,955.758,0.000,1205.024,123815.186,0.000,18487.592,35690.039,898.891,3472.957,0.000,7739.277,0.000,0.000,0.000,0.000,4860.196,0.000,0.000,0.000,504.026,3666.493,956.438,0.000,2266.202,0.000,0.000,677.855
705.255,0.000,0.000,1454.408,641.942,694.775,637.934,357.359,156.919,2811.790,0.000,337.774,0.000,0.000,34.644,337.774,0.000,1135.948,0.000,299.748,0.000,0.000,0.000,1022.072,1153.817,390.103,0.000,4357.572,0.000,0.000,191.972,232.089,1592.682,298.780,1264.685,7008.933,11492.571,337.774,0.000,274.627,0.000,0.000,0.000,15662.087,1749.501,245.870,881.589,0.000,153.867,0.000,31.264,0.000,821.627,0.000,0.000,0.000,1906.236,0.000,1268.702,0.000,0.000,581.096,0.000,1620.167,0.000,1351.533,0.000,0.000,825.984,485.838,0.000,0.000,0.000,77184.884,189.780,333.405,94.628,877.416,0.000,3668.052,0.000,333.405,110.906,15097.312,133.480,297.640,14671.182,0.000,836.884,1757.620,939.685,0.000,202.870,0.000,0.000,5983.062
0.000,0.000,0.000,1594.817,0.000,683.585,294.343,0.000,1885.860,1269.591,0.000,263.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,752.022,0.000,0.000,260.505,3787.117,1937.495,263.619,0.000,0.000,0.000,0.000,0.000,725.722,7763.290,286.804,1485.005,0.000,531.278,527.238,0.000,0.000,0.000,0.000,0.000,0.000,552.680,0.000,2585.757,0.000,1202.274,0.000,0.000,0.000,2346.296,0.000,0.000,0.000,238.458,0.000,247.356,0.000,0.000,263.619,0.000,0.000,0.000,0.000,0.000,0.000,0.000,484.425,1254.263,0.000,17857.286,189.780,117331.305,4299.098,0.000,3477.947,0.000,3025.625,0.000,0.000,0.000,695.983,1249.838,0.000,0.000,0.000,0.000,1199.105,683.585,0.000,1244.944,0.000,0.000,0.000
5497.094,841.219,0.000,13032.337,0.000,2509.523,1739.397,5005.476,273.243,1916.546,0.000,456.761,0.000,2335.209,609.969,0.000,0.000,286.621,0.000,2022.556,463.877,0.000,0.000,1974.756,1605.420,871.174,575.848,0.000,165.765,0.000,0.000,750.786,6385.872,5879.356,1195.313,857.751,706.776,0.000,0.000,0.000,268.064,427.037,0.000,0.000,1142.022,620.647,1980.435,498.583,3731.646,0.000,0.000,0.000,4143.642,0.000,0.000,621.397,2629.338,0.000,1153.671,935.828,0.000,330.654,0.000,0.000,0.000,1726.296,0.000,0.000,684.990,2220.300,689.475,18163.575,35104.704,333.405,4582.697,196220.081,544.860,3105.730,0.000,5913.342,0.000,0.000,0.000,0.000,15072.570,1009.950,0.000,359.735,582.335,6110.971,987.470,330.654,6335.707,0.000,0.000,633.551
1000.878,626.663,129.340,0.000,241.394,1354.051,4584.225,286.342,3148.829,19.687,0.000,1044.290,0.000,1572.145,3339.329,2723.821,924.078,45.664,561.075,0.000,651.947,7919.169,0.000,625.361,365.370,3119.086,19375.704,1264.031,522.081,3791.550,0.000,8927.292,313.531,4238.537,6566.052,1261.948,196.389,16468.334,0.000,371.709,131.510,1642.088,2319.318,0.000,7228.981,2680.594,897.272,817.154,6814.305,443.936,439.092,0.000,3019.809,810.146,296.611,22.028,0.000,1376.120,532.243,4057.493,0.000,4496.289,1124.195,473.149,679.730,4405.695,290.969,12440.348,2515.788,2151.687,4245.734,1419.152,75.451,94.628,0.000,291.640,124967.136,7480.893,102.378,2251.056,1470.770,710.111,0.000,1614.254,452.633,186.317,704.738,676.506,77.560,27889.619,551.787,0.000,459.220,1054.965,0.000,0.000
1784.284,523.129,0.000,1065.760,3033.947,2237.921,5016.514,2662.556,3247.395,6148.510,2007.539,2233.443,3408.462,2821.282,2375.487,1143.971,1785.106,2056.738,724.119,1094.100,2555.816,2997.446,77.395,1366.122,5898.086,4268.691,2826.704,664.668,40.814,4558.168,893.037,2348.012,1853.015,3111.679,1890.168,4565.484,2441.574,1187.824,1281.115,67.480,0.000,4433.969,4004.999,1521.709,4108.645,2178.303,3489.426,1275.914,15517.249,1296.372,1499.819,88.349,4803.888,497.825,706.874,732.538,2687.409,271.944,2354.157,2708.305,0.000,3116.873,4412.035,527.324,972.154,14754.557,1124.444,6549.660,4445.944,5038.262,1242.152,1304.423,1595.788,2172.034,3477.947,2036.645,6196.848,72444.944,105.591,6839.600,3385.956,3614.447,1655.960,979.402,1327.407,1404.196,1743.433,773.925,860.295,5785.767,720.527,1963.503,2417.863,2509.475,323.420,2978.051
0.000,0.000,0.000,674.710,0.000,85.724,0.000,0.000,26.360,362.867,0.000,472.745,0.000,0.000,562.336,3543.057,1012.678,0.000,1715.601,0.000,234.101,1949.608,13023.566,154.173,0.000,261.727,0.000,0.000,706.347,12240.384,0.000,915.768,0.000,61.247,2172.817,0.000,0.000,1421.189,0.000,0.000,0.000,0.000,5194.724,0.000,730.524,5979.654,0.000,105.591,149.423,0.000,0.000,96.119,42.305,119.897,2994.646,117.791,0.000,0.000,0.000,50.345,0.000,334.388,0.000,0.000,0.000,105.591,0.000,1637.799,325.240,859.717,8095.040,0.000,0.000,0.000,0.000,0.000,102.378,114.877,46947.626,0.000,0.000,151.711,1265.776,0.000,0.000,0.000,0.000,211.182,0.000,317.241,0.000,0.000,0.000,437.331,0.000,0.000
7956.895,66.943,2091.406,4714.410,8165.031,1895.988,2070.433,4996.285,260.290,3843.706,1448.520,1345.556,957.589,560.550,191.177,0.000,436.155,6626.428,0.000,22438.527,0.000,394.902,0.000,5136.105,9347.287,1931.847,658.302,6811.782,0.000,1377.641,2833.078,2032.818,5391.571,1506.119,2024.073,6618.103,6771.019,776.903,578.544,359.382,0.000,677.651,532.019,3217.570,1610.520,0.000,6729.683,900.203,2087.959,1460.016,1548.634,0.000,7105.447,676.132,0.000,137.892,3338.208,0.000,7462.466,1304.475,0.000,1736.217,438.574,2556.834,320.689,2068.474,281.777,329.369,1938.651,1973.682,508.692,2392.193,8549.468,3477.763,2256.020,5447.549,1686.466,4037.863,0.000,107624.602,2829.590,238.706,231.530,7047.779,11317.610,2587.222,4870.083,98.278,5310.871,2589.097,6624.424,1058.433,3651.946,812.384,0.000,4738.350
94.824,0.000,0.000,0.000,0.000,720.242,223.569,3951.020,2227.509,1921.715,471.386,150.838,332.572,0.000,0.000,882.051,882.051,443.825,1438.428,0.000,61.526,0.000,431.694,0.000,452.489,1491.667,477.602,0.000,1770.251,0.000,0.000,583.778,0.000,764.923,431.694,0.000,0.000,1475.915,25611.978,583.778,0.000,1220.406,0.000,0.000,837.195,0.000,170.014,0.000,1067.391,96.780,8861.958,0.000,1977.756,0.000,580.816,1168.180,0.000,0.000,0.000,1966.879,0.000,0.000,0.000,753.182,0.000,2037.591,0.000,0.000,2030.924,18913.408,1575.116,0.000,0.000,0.000,0.000,0.000,1470.770,3552.480,0.000,2829.590,217312.730,27838.964,0.000,0.000,0.000,1611.844,91.935,0.000,2577.216,1283.803,0.000,2946.202,241.372,0.000,241.372,0.000
0.000,740.760,0.000,601.365,0.000,1286.166,1064.118,166.166,1760.173,1020.628,1167.339,244.578,2112.050,187.310,753.076,0.000,0.000,372.148,0.000,0.000,3391.802,0.000,0.000,0.000,0.000,1649.766,0.000,224.868,978.753,0.000,618.466,713.924,0.000,346.144,1612.580,0.000,0.000,966.553,12656.350,0.000,498.308,312.177,0.000,0.000,2088.359,282.794,0.000,461.453,2172.532,258.194,4059.478,0.000,717.811,392.445,0.000,181.744,119.793,0.000,0.000,1575.880,0.000,663.115,0.000,0.000,0.000,3172.439,0.000,0.000,265.323,16101.026,1843.400,0.000,0.000,333.405,0.000,0.000,1311.476,4286.819,151.711,205.589,25767.923,78135.593,0.000,0.000,120.540,10936.137,222.114,242.946,3016.088,1603.761,1099.161,9620.933,0.000,151.711,659.727,1308.357
110.906,711.377,77.187,0.000,0.000,375.728,2572.353,0.000,77.187,702.844,274.407,2016.790,0.000,544.777,2251.187,3310.042,12672.078,497.027,8514.013,0.000,484.859,1007.121,590.006,248.514,611.673,1672.452,157.373,154.375,0.000,1086.184,0.000,3059.313,0.000,823.076,11909.904,94.502,0.000,817.568,0.000,0.000,108.618,0.000,1407.545,131.854,1848.340,11663.473,0.000,313.352,563.432,77.187,0.000,0.000,1328.785,14720.388,77.187,0.000,0.000,0.000,0.000,755.881,0.000,7340.095,0.000,274.407,342.541,1529.715,0.000,0.000,231.530,158.127,15327.331,0.000,0.000,110.906,0.000,0.000,0.000,1442.241,1269.177,231.530,0.000,0.000,132961.781,94.502,0.000,0.000,0.000,570.324,221.812,3554.128,0.000,0.000,0.000,14225.295,0.000,0.000
443.762,0.000,0.000,0.000,0.000,2274.572,371.780,1266.476,2114.941,3328.442,0.000,546.395,0.000,1959.629,0.000,0.000,0.000,1990.049,0.000,2001.592,0.000,0.000,0.000,1106.343,908.836,1084.713,0.000,447.105,0.000,0.000,1285.974,390.034,310.796,603.000,962.464,13877.335,4514.063,0.000,0.000,0.000,0.000,0.000,0.000,6375.796,1300.521,0.000,0.000,0.000,107.443,0.000,0.000,0.000,3230.924,0.000,0.000,0.000,2662.557,0.000,3224.679,784.906,0.000,0.000,0.000,0.000,0.000,1010.319,0.000,603.000,451.079,482.071,443.762,0.000,0.000,13692.438,695.983,0.000,1614.254,2645.892,0.000,6214.350,0.000,0.000,94.502,121081.406,0.000,0.000,6714.447,1693.984,719.963,0.000,404.477,0.000,443.762,0.000,0.000,7889.917
11514.437,398.298,0.000,8398.640,116.840,929.823,97.281,1662.891,2179.292,2240.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000,357.378,0.000,9519.812,116.840,0.000,0.000,851.934,1268.062,1730.036,0.000,950.848,0.000,0.000,686.597,127.295,1009.224,0.000,1277.594,961.672,1841.667,568.440,169.721,0.000,0.000,537.102,0.000,501.411,1040.352,0.000,976.915,1450.390,110.516,0.000,269.601,0.000,3597.705,914.940,0.000,635.695,2325.075,0.000,1784.644,448.107,0.000,1656.041,0.000,302.705,0.000,1014.681,0.000,781.015,131.019,35.317,0.000,4251.882,5900.622,408.107,0.000,14552.728,338.296,1299.594,0.000,13126.604,0.000,0.000,0.000,0.000,78346.891,46.211,627.667,0.000,661.768,1215.679,2031.244,0.000,4982.912,0.000,0.000,190.131
921.791,0.000,0.000,431.195,0.000,1369.262,721.829,1854.860,627.577,551.155,163.453,775.177,297.521,432.599,557.486,0.000,0.000,1427.941,31.859,825.989,950.252,0.000,0.000,218.842,1993.274,3848.690,620.487,904.959,943.271,0.000,618.466,788.572,0.000,175.669,3792.166,0.000,289.410,1004.241,1170.999,31.750,295.224,755.237,298.365,620.992,332.507,336.347,0.000,151.999,587.590,272.918,993.481,0.000,106.088,187.930,0.000,1964.760,128.433,0.000,584.061,706.834,0.000,786.033,1292.947,0.000,645.974,601.684,319.824,0.000,0.000,18230.477,114.556,0.000,0.000,297.640,0.000,1009.950,164.923,1197.569,0.000,3860.306,1555.866,9580.433,0.000,0.000,0.000,44556.883,922.968,683.807,11473.097,160.503,0.000,11128.132,1300.421,82.650,453.484,0.000
368.459,101.103,0.000,160.129,4930.926,1734.889,1504.889,916.633,507.390,2447.207,798.574,172.425,0.000,273.484,0.000,185.203,0.000,2527.037,241.648,1401.423,0.000,0.000,0.000,998.702,489.099,1154.741,607.571,13135.934,0.000,0.000,478.115,369.255,338.129,501.960,919.413,6096.019,12807.652,341.990,0.000,0.000,0.000,0.000,0.000,5657.045,689.824,202.045,915.500,495.597,728.257,416.105,230.197,0.000,1962.158,73.173,0.000,0.000,1971.342,0.000,3751.971,97.380,0.000,585.741,222.114,7720.550,0.000,1422.984,0.000,0.000,334.839,1211.269,497.611,599.956,0.000,14859.200,0.000,0.000,410.433,2221.797,0.000,5335.169,91.935,222.114,0.000,7299.070,627.667,1156.874,92575.520,0.000,693.255,896.674,437.532,0.000,351.266,0.000,231.930,2322.525
49.971,5709.022,2944.343,465.876,0.000,2394.281,1180.011,257.021,377.394,150.566,649.247,1163.638,577.590,167.277,240.850,525.581,723.896,998.063,539.883,142.279,371.548,264.667,846.250,0.000,0.000,1790.662,0.000,0.000,3254.278,119.064,0.000,1141.920,0.000,842.686,2114.991,2670.132,23.110,351.603,540.588,2579.337,6281.687,2960.633,791.480,0.000,2155.523,1272.193,641.372,9638.457,1082.235,142.673,86.523,8.923,331.324,1191.942,1314.670,22.028,0.000,21.362,851.682,4816.660,2266.008,3598.297,5622.841,0.000,477.786,706.904,3799.132,0.000,795.191,527.359,1500.626,0.000,0.000,0.000,0.000,359.735,866.178,1132.650,211.182,193.668,0.000,242.946,591.685,1693.984,19.991,298.731,0.000,39310.372,0.000,1652.447,391.299,1035.533,346.867,500.454,1464.487,0.000
1734.958,0.000,0.000,293.644,1161.668,238.511,2833.144,7092.285,280.612,2810.051,806.012,312.705,0.000,484.420,0.000,0.000,0.000,2248.005,0.000,1109.208,968.983,680.625,0.000,297.310,449.873,1506.688,0.000,2393.850,1500.142,60.129,2193.904,210.307,970.257,344.350,396.434,972.964,1514.657,0.000,3691.628,0.000,295.224,584.339,477.302,0.000,1005.338,0.000,606.719,53.047,662.421,3178.041,977.206,0.000,520.499,67.292,0.000,1013.305,0.000,0.000,2371.687,779.544,0.000,966.159,1395.614,705.775,135.306,356.785,0.000,307.746,0.000,3764.102,520.273,0.000,1012.727,0.000,0.000,582.335,77.560,952.294,0.000,4713.532,3036.901,4230.429,221.812,482.790,661.768,9846.120,852.678,0.000,123617.239,582.661,1481.794,14567.858,21.800,29.724,0.000,289.400
515.916,1498.979,1560.817,732.815,899.905,2369.927,18864.156,598.265,1642.995,1329.831,2826.228,2143.331,1369.297,6419.864,3397.580,1812.433,2885.582,423.093,4025.843,209.781,1926.291,7448.159,3096.132,1564.996,2486.846,6990.861,5420.141,2173.178,3476.403,4238.020,1048.225,13519.347,462.486,13974.650,11150.761,1666.076,3198.549,15209.116,382.095,577.361,521.705,1061.405,3804.647,0.000,17364.606,7907.300,348.887,2190.300,20514.946,399.545,3959.233,96.119,2750.047,2012.278,2598.781,267.921,719.508,5159.971,1048.134,5001.154,540.811,5648.613,1106.885,0.000,1119.214,7173.563,2210.716,8698.207,4098.484,3147.935,7921.942,1360.234,3666.493,1306.655,1882.690,5214.629,28910.247,5179.730,238.817,2750.827,1164.537,1442.538,3721.684,46.976,629.375,135.975,1578.698,1754.284,577.044,144348.346,1116.590,523.579,4723.752,2090.549,562.276,1356.041
1267.440,124.099,0.000,871.951,12005.425,1354.337,357.931,226.027,882.905,968.076,0.000,120.725,0.000,0.000,0.000,0.000,193.342,654.255,0.000,11041.137,0.000,0.000,0.000,13363.632,4890.061,438.540,0.000,2865.271,0.000,0.000,0.000,239.157,1389.575,0.000,1399.415,640.323,4078.893,882.044,0.000,0.000,0.000,0.000,0.000,108.868,544.989,0.000,1796.627,0.000,877.079,0.000,0.000,0.000,3767.733,0.000,0.000,797.083,578.375,0.000,8449.033,473.689,0.000,568.465,336.212,1590.242,473.186,1615.249,0.000,127.121,0.000,1519.608,300.538,236.943,948.705,601.911,683.585,987.470,769.407,746.887,0.000,7535.260,0.000,601.365,0.000,371.780,745.981,0.000,730.161,391.299,1311.689,964.379,84605.693,233.540,679.128,0.000,0.000,825.069
0.000,0.000,0.000,0.000,0.000,1192.733,786.524,480.795,38.124,1945.737,0.000,0.000,0.000,0.000,0.000,0.000,0.000,729.519,0.000,0.000,0.000,523.579,0.000,296.120,397.504,3581.380,0.000,0.000,0.000,0.000,0.000,806.258,971.806,41.006,0.000,0.000,0.000,0.000,17545.538,0.000,0.000,99.894,0.000,0.000,0.000,0.000,0.000,0.000,5011.068,0.000,1899.724,0.000,56.469,1058.433,0.000,5273.127,0.000,0.000,1068.459,0.000,0.000,44.148,0.000,0.000,645.974,1035.533,0.000,172.574,786.524,10382.736,0.000,0.000,0.000,0.000,0.000,757.691,0.000,1963.503,0.000,1058.433,2950.892,9973.767,0.000,0.000,0.000,10936.824,0.000,1035.533,14480.268,545.712,1268.889,64181.293,0.000,0.000,0.000,1600.856
6892.897,23.756,0.000,1213.806,654.177,31.328,3232.212,2646.979,167.797,4645.853,0.000,1443.547,0.000,1401.002,213.824,316.966,0.000,0.000,0.000,3400.114,0.000,0.000,0.000,236.494,769.706,1256.241,716.021,751.918,341.380,0.000,0.000,980.392,3517.073,5116.893,781.746,1137.748,138.688,749.996,0.000,0.000,0.000,0.000,0.000,131.854,851.229,0.000,463.446,1125.411,3053.906,0.000,741.702,0.000,11862.704,0.000,0.000,212.993,813.939,0.000,0.000,0.000,878.921,423.460,0.000,0.000,234.777,1550.414,0.000,1405.251,2490.564,522.880,235.301,20576.582,1123.184,202.870,1751.077,6548.755,247.804,1431.561,0.000,2386.649,241.372,0.000,0.000,443.762,4558.022,1300.421,951.222,346.867,21.800,5456.693,679.128,0.000,102397.409,593.827,166.913,685.100
0.000,1361.860,1309.066,0.000,0.000,626.383,1359.829,493.821,105.433,383.061,602.361,15326.205,530.898,52.820,1008.384,882.351,6003.924,0.000,925.201,0.000,221.301,50.791,0.000,0.000,365.370,1504.298,0.000,0.000,394.283,2017.755,562.467,1964.845,0.000,407.345,9132.950,0.000,27.321,919.116,0.000,48.112,238.723,0.000,1115.060,0.000,6698.508,1303.602,0.000,1691.690,1859.868,134.545,0.000,0.000,155.572,14860.262,657.335,18.109,0.000,0.000,868.228,466.617,0.000,7131.976,0.000,0.000,10247.993,2300.145,3853.920,1010.406,88.704,284.669,3819.035,0.000,0.000,0.000,0.000,0.000,1108.159,1747.142,437.331,1010.508,0.000,151.711,14440.135,0.000,31.859,0.000,0.000,472.375,29.724,1703.317,0.000,0.000,593.827,77952.892,0.000,0.000
0.000,765.258,1183.275,0.000,0.000,3002.774,914.783,18.488,284.105,205.517,506.982,0.000,238.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,965.424,0.000,0.000,434.041,0.000,1051.932,0.000,685.796,749.964,335.901,0.000,213.439,0.000,0.000,769.588,0.000,0.000,108.673,0.000,6011.013,376.745,2214.577,0.000,0.000,763.265,0.000,0.000,9550.715,1409.503,304.996,477.980,0.000,238.990,0.000,0.000,0.000,0.000,0.000,0.000,1427.881,1342.302,553.553,14129.453,0.000,0.000,181.593,850.636,0.000,966.289,1286.780,335.901,195.614,0.000,0.000,0.000,0.000,0.000,36.849,0.000,0.000,241.372,659.727,0.000,0.000,0.000,286.571,231.930,1835.545,0.000,562.276,0.000,0.000,166.913,253.519,72732.284,0.000
992.476,0.000,0.000,0.000,2330.653,1338.465,1106.625,1706.912,324.177,825.069,646.699,0.000,0.000,1611.623,190.131,0.000,0.000,769.071,0.000,853.305,0.000,0.000,0.000,206.853,2403.641,1314.888,190.131,629.678,0.000,0.000,8132.349,1106.957,165.031,0.000,799.401,2306.178,7147.570,190.131,0.000,0.000,0.000,0.000,0.000,1220.142,1369.794,0.000,4721.930,1669.258,569.683,0.000,0.000,0.000,1815.819,758.372,0.000,857.086,3220.211,0.000,2840.602,234.104,0.000,948.503,428.771,971.093,0.000,2170.568,0.000,0.000,0.000,343.081,0.000,0.000,677.855,5195.178,0.000,633.551,0.000,3528.036,0.000,5150.317,0.000,1308.357,0.000,7089.148,190.131,0.000,2094.049,0.000,289.400,1153.602,825.069,1600.856,960.920,562.467,0.000,129962.263